Name,Image,National Number,Type,Species,Height,Weight,Abilities,Local Number,EV yield,Catch rate,Base Friendship,Base Exp.,Growth Rate,Egg Groups,Gender,Egg cycles,HP,Min HP,Max HP,Attack,Min Attack,Max Attack,Defense,Min Defense,Max Defense,Sp. Atk,Min Sp. Atk,Max Sp. Atk,Sp. Def,Min Sp. Def,Max Sp. Def,Speed,Min Speed,Max Speed,Total,Normal,Fire,Water,Electric,Grass,Ice,Fighting,Poison,Ground,Flying,Psychic,Bug,Rock,Ghost,Dragon,Dark,Steel,Fairy
Raichu,https://img.pokemondb.net/artwork/raichu.jpg,0026,Electric,Mouse Pokémon,0.8 m (2′07″),30.0 kg (66.1 lbs),1. StaticLightning Rod (hidden ability),0026 (Yellow/Red/Blue)0023 (Gold/Silver/Crystal)0157 (Ruby/Sapphire/Emerald)0026 (FireRed/LeafGreen)0105 (Diamond/Pearl)0105 (Platinum)0023 (HeartGold/SoulSilver)0037 (X/Y — Central Kalos)0164 (Omega Ruby/Alpha Sapphire)0026 (Sun/Moon — Alola dex)0033 (U.Sun/U.Moon — Alola dex)0026 (Let's Go Pikachu/Let's Go Eevee)0195 (Sword/Shield)0105 (Brilliant Diamond/Shining Pearl)0057 (Legends: Arceus)0075 (Scarlet/Violet)0086 (The Isle of Armor),3 Speed,"75 (9.8% with PokéBall, full HP)",50 (normal),243,Medium Fast,"Fairy, Field","50% male, 50% female","10 (2,314–2,570 steps)",60,230,324,90,166,306,55,103,229,90,166,306,80,148,284,110,202,350,485,100,100,100,50,100,100,100,100,200,50,100,100,100,100,100,100,50,100
Alolan Raichu,https://img.pokemondb.net/artwork/raichu-alolan.jpg,0026,Electric,Mouse Pokémon,0.8 m (2′07″),30.0 kg (66.1 lbs),1. StaticLightning Rod (hidden ability),0026 (Yellow/Red/Blue)0023 (Gold/Silver/Crystal)0157 (Ruby/Sapphire/Emerald)0026 (FireRed/LeafGreen)0105 (Diamond/Pearl)0105 (Platinum)0023 (HeartGold/SoulSilver)0037 (X/Y — Central Kalos)0164 (Omega Ruby/Alpha Sapphire)0026 (Sun/Moon — Alola dex)0033 (U.Sun/U.Moon — Alola dex)0026 (Let's Go Pikachu/Let's Go Eevee)0195 (Sword/Shield)0105 (Brilliant Diamond/Shining Pearl)0057 (Legends: Arceus)0075 (Scarlet/Violet)0086 (The Isle of Armor),3 Speed,"75 (9.8% with PokéBall, full HP)",50 (normal),243,Medium Fast,"Fairy, Field","50% male, 50% female","10 (2,314–2,570 steps)",60,230,324,90,166,306,55,103,229,90,166,306,80,148,284,110,202,350,485,100,100,100,50,100,100,100,100,200,50,100,100,100,100,100,100,50,100
Sandshrew,https://img.pokemondb.net/artwork/sandshrew.jpg,0027,Ground,Mouse Pokémon,0.6 m (2′00″),12.0 kg (26.5 lbs),1. Sand VeilSand Rush (hidden ability),0027 (Red/Blue/Yellow)0048 (Gold/Silver/Crystal)0112 (Ruby/Sapphire/Emerald)0027 (FireRed/LeafGreen)0048 (HeartGold/SoulSilver)0113 (Black 2/White 2)0097 (X/Y — Mountain Kalos)0117 (Omega Ruby/Alpha Sapphire)0251 (Sun/Moon — Alola dex)0328 (U.Sun/U.Moon — Alola dex)0027 (Let's Go Pikachu/Let's Go Eevee)0168 (The Isle of Armor),1 Defense,"255 (33.3% with PokéBall, full HP)",50 (normal),60,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,75,139,273,85,157,295,20,40,152,30,58,174,40,76,196,300,100,100,200,0,200,200,100,50,100,100,100,100,50,100,100,100,100,100
Alolan Sandshrew,https://img.pokemondb.net/artwork/sandshrew-alolan.jpg,0027,Ground,Mouse Pokémon,0.6 m (2′00″),12.0 kg (26.5 lbs),1. Sand VeilSand Rush (hidden ability),0027 (Red/Blue/Yellow)0048 (Gold/Silver/Crystal)0112 (Ruby/Sapphire/Emerald)0027 (FireRed/LeafGreen)0048 (HeartGold/SoulSilver)0113 (Black 2/White 2)0097 (X/Y — Mountain Kalos)0117 (Omega Ruby/Alpha Sapphire)0251 (Sun/Moon — Alola dex)0328 (U.Sun/U.Moon — Alola dex)0027 (Let's Go Pikachu/Let's Go Eevee)0168 (The Isle of Armor),1 Defense,"255 (33.3% with PokéBall, full HP)",50 (normal),60,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,75,139,273,85,157,295,20,40,152,30,58,174,40,76,196,300,100,100,200,0,200,200,100,50,100,100,100,100,50,100,100,100,100,100
Sandslash,https://img.pokemondb.net/artwork/sandslash.jpg,0028,Ground,Mouse Pokémon,1.0 m (3′03″),29.5 kg (65.0 lbs),1. Sand VeilSand Rush (hidden ability),0028 (Red/Blue/Yellow)0049 (Gold/Silver/Crystal)0113 (Ruby/Sapphire/Emerald)0028 (FireRed/LeafGreen)0049 (HeartGold/SoulSilver)0114 (Black 2/White 2)0098 (X/Y — Mountain Kalos)0118 (Omega Ruby/Alpha Sapphire)0252 (Sun/Moon — Alola dex)0329 (U.Sun/U.Moon — Alola dex)0028 (Let's Go Pikachu/Let's Go Eevee)0169 (The Isle of Armor),2 Defense,"90 (11.8% with PokéBall, full HP)",50 (normal),158,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",75,260,354,100,184,328,110,202,350,45,85,207,55,103,229,65,121,251,450,100,100,200,0,200,200,100,50,100,100,100,100,50,100,100,100,100,100
Alolan Sandslash,https://img.pokemondb.net/artwork/sandslash-alolan.jpg,0028,Ground,Mouse Pokémon,1.0 m (3′03″),29.5 kg (65.0 lbs),1. Sand VeilSand Rush (hidden ability),0028 (Red/Blue/Yellow)0049 (Gold/Silver/Crystal)0113 (Ruby/Sapphire/Emerald)0028 (FireRed/LeafGreen)0049 (HeartGold/SoulSilver)0114 (Black 2/White 2)0098 (X/Y — Mountain Kalos)0118 (Omega Ruby/Alpha Sapphire)0252 (Sun/Moon — Alola dex)0329 (U.Sun/U.Moon — Alola dex)0028 (Let's Go Pikachu/Let's Go Eevee)0169 (The Isle of Armor),2 Defense,"90 (11.8% with PokéBall, full HP)",50 (normal),158,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",75,260,354,100,184,328,110,202,350,45,85,207,55,103,229,65,121,251,450,100,100,200,0,200,200,100,50,100,100,100,100,50,100,100,100,100,100
Nidoran♀,https://img.pokemondb.net/artwork/nidoran-f.jpg,0029,Poison,Poison Pin Pokémon,0.4 m (1′04″),7.0 kg (15.4 lbs),1. Poison Point2. RivalryHustle (hidden ability),0029 (Red/Blue/Yellow)0095 (Gold/Silver/Crystal)0029 (FireRed/LeafGreen)0095 (HeartGold/SoulSilver)0104 (X/Y — Coastal Kalos)0029 (Let's Go Pikachu/Let's Go Eevee)0065 (The Crown Tundra),1 HP,"235 (30.7% with PokéBall, full HP)",50 (normal),55,Medium Slow,"Field, Monster","0% male, 100% female","20 (4,884–5,140 steps)",55,220,314,47,89,212,52,98,223,40,76,196,40,76,196,41,78,199,275,100,100,100,100,50,100,50,50,200,100,200,50,100,100,100,100,100,50
Nidorina,https://img.pokemondb.net/artwork/nidorina.jpg,0030,Poison,Poison Pin Pokémon,0.8 m (2′07″),20.0 kg (44.1 lbs),1. Poison Point2. RivalryHustle (hidden ability),0030 (Red/Blue/Yellow)0096 (Gold/Silver/Crystal)0030 (FireRed/LeafGreen)0096 (HeartGold/SoulSilver)0105 (X/Y — Coastal Kalos)0030 (Let's Go Pikachu/Let's Go Eevee)0066 (The Crown Tundra),2 HP,"120 (15.7% with PokéBall, full HP)",50 (normal),128,Medium Slow,Undiscovered,"0% male, 100% female","20 (4,884–5,140 steps)",70,250,344,62,116,245,67,125,256,55,103,229,55,103,229,56,105,232,365,100,100,100,100,50,100,50,50,200,100,200,50,100,100,100,100,100,50
Nidoqueen,https://img.pokemondb.net/artwork/nidoqueen.jpg,0031,Poison Ground,Drill Pokémon,1.3 m (4′03″),60.0 kg (132.3 lbs),1. Poison Point2. RivalrySheer Force (hidden ability),0031 (Red/Blue/Yellow)0097 (Gold/Silver/Crystal)0031 (FireRed/LeafGreen)0097 (HeartGold/SoulSilver)0106 (X/Y — Coastal Kalos)0031 (Let's Go Pikachu/Let's Go Eevee)0067 (The Crown Tundra),3 HP,"45 (5.9% with PokéBall, full HP)",50 (normal),227,Medium Slow,Undiscovered,"0% male, 100% female","20 (4,884–5,140 steps)",90,290,384,92,170,311,87,161,300,75,139,273,85,157,295,76,141,276,505,100,100,200,0,100,200,50,25,200,100,200,50,50,100,100,100,100,50
Nidoran♂,https://img.pokemondb.net/artwork/nidoran-m.jpg,0032,Poison,Poison Pin Pokémon,0.5 m (1′08″),9.0 kg (19.8 lbs),1. Poison Point2. RivalryHustle (hidden ability),0032 (Red/Blue/Yellow)0098 (Gold/Silver/Crystal)0032 (FireRed/LeafGreen)0098 (HeartGold/SoulSilver)0107 (X/Y — Coastal Kalos)0032 (Let's Go Pikachu/Let's Go Eevee)0068 (The Crown Tundra),1 Attack,"235 (30.7% with PokéBall, full HP)",50 (normal),55,Medium Slow,"Field, Monster","100% male, 0% female","20 (4,884–5,140 steps)",46,202,296,57,107,234,40,76,196,40,76,196,40,76,196,50,94,218,273,100,100,100,100,50,100,50,50,200,100,200,50,100,100,100,100,100,50
Nidorino,https://img.pokemondb.net/artwork/nidorino.jpg,0033,Poison,Poison Pin Pokémon,0.9 m (2′11″),19.5 kg (43.0 lbs),1. Poison Point2. RivalryHustle (hidden ability),0033 (Red/Blue/Yellow)0099 (Gold/Silver/Crystal)0033 (FireRed/LeafGreen)0099 (HeartGold/SoulSilver)0108 (X/Y — Coastal Kalos)0033 (Let's Go Pikachu/Let's Go Eevee)0069 (The Crown Tundra),2 Attack,"120 (15.7% with PokéBall, full HP)",50 (normal),128,Medium Slow,"Field, Monster","100% male, 0% female","20 (4,884–5,140 steps)",61,232,326,72,134,267,57,107,234,55,103,229,55,103,229,65,121,251,365,100,100,100,100,50,100,50,50,200,100,200,50,100,100,100,100,100,50
Nidoking,https://img.pokemondb.net/artwork/nidoking.jpg,0034,Poison Ground,Drill Pokémon,1.4 m (4′07″),62.0 kg (136.7 lbs),1. Poison Point2. RivalrySheer Force (hidden ability),0034 (Red/Blue/Yellow)0100 (Gold/Silver/Crystal)0034 (FireRed/LeafGreen)0100 (HeartGold/SoulSilver)0109 (X/Y — Coastal Kalos)0034 (Let's Go Pikachu/Let's Go Eevee)0070 (The Crown Tundra),3 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),227,Medium Slow,"Field, Monster","100% male, 0% female","20 (4,884–5,140 steps)",81,272,366,102,188,333,77,143,278,85,157,295,75,139,273,85,157,295,505,100,100,200,0,100,200,50,25,200,100,200,50,50,100,100,100,100,50
Clefairy,https://img.pokemondb.net/artwork/clefairy.jpg,0035,Fairy,Fairy Pokémon,0.6 m (2′00″),7.5 kg (16.5 lbs),1. Cute Charm2. Magic GuardFriend Guard (hidden ability),0035 (Red/Blue/Yellow)0041 (Gold/Silver/Crystal)0035 (FireRed/LeafGreen)0100 (Diamond/Pearl)0100 (Platinum)0041 (HeartGold/SoulSilver)0089 (Black 2/White 2)0211 (Sun/Moon — Alola dex)0273 (U.Sun/U.Moon — Alola dex)0035 (Let's Go Pikachu/Let's Go Eevee)0255 (Sword/Shield)0100 (Brilliant Diamond/Shining Pearl)0200 (Legends: Arceus)0044 (The Crown Tundra),2 HP,"150 (19.6% with PokéBall, full HP)",140 (higher than normal),113,Fast,Fairy,"25% male, 75% female","10 (2,314–2,570 steps)",70,250,344,45,85,207,48,90,214,60,112,240,65,121,251,35,67,185,323,100,100,100,100,100,100,50,200,100,100,100,50,100,100,0,50,200,100
Clefable,https://img.pokemondb.net/artwork/clefable.jpg,0036,Fairy,Fairy Pokémon,1.3 m (4′03″),40.0 kg (88.2 lbs),1. Cute Charm2. Magic GuardUnaware (hidden ability),0036 (Red/Blue/Yellow)0042 (Gold/Silver/Crystal)0036 (FireRed/LeafGreen)0101 (Diamond/Pearl)0101 (Platinum)0042 (HeartGold/SoulSilver)0090 (Black 2/White 2)0212 (Sun/Moon — Alola dex)0274 (U.Sun/U.Moon — Alola dex)0036 (Let's Go Pikachu/Let's Go Eevee)0256 (Sword/Shield)0101 (Brilliant Diamond/Shining Pearl)0201 (Legends: Arceus)0045 (The Crown Tundra),3 HP,"25 (3.3% with PokéBall, full HP)",140 (higher than normal),217,Fast,Fairy,"25% male, 75% female","10 (2,314–2,570 steps)",95,300,394,70,130,262,73,135,269,95,175,317,90,166,306,60,112,240,483,100,100,100,100,100,100,50,200,100,100,100,50,100,100,0,50,200,100
Vulpix,https://img.pokemondb.net/artwork/vulpix.jpg,0037,Fire,Fox Pokémon,0.6 m (2′00″),9.9 kg (21.8 lbs),1. Flash FireDrought (hidden ability),0037 (Red/Blue/Yellow)0125 (Gold/Silver/Crystal)0153 (Ruby/Sapphire/Emerald)0037 (FireRed/LeafGreen)0127 (HeartGold/SoulSilver)0248 (Black 2/White 2)0160 (Omega Ruby/Alpha Sapphire)0253 (Sun/Moon — Alola dex)0330 (U.Sun/U.Moon — Alola dex)0037 (Let's Go Pikachu/Let's Go Eevee)0068 (Sword/Shield)0168 (Legends: Arceus),1 Speed,"190 (24.8% with PokéBall, full HP)",50 (normal),60,Medium Fast,Field,"25% male, 75% female","20 (4,884–5,140 steps)",38,186,280,41,78,199,40,76,196,50,94,218,65,121,251,65,121,251,299,100,0,200,100,50,50,100,100,200,100,100,50,200,100,100,100,50,50
Alolan Vulpix,https://img.pokemondb.net/artwork/vulpix-alolan.jpg,0037,Fire,Fox Pokémon,0.6 m (2′00″),9.9 kg (21.8 lbs),1. Flash FireDrought (hidden ability),0037 (Red/Blue/Yellow)0125 (Gold/Silver/Crystal)0153 (Ruby/Sapphire/Emerald)0037 (FireRed/LeafGreen)0127 (HeartGold/SoulSilver)0248 (Black 2/White 2)0160 (Omega Ruby/Alpha Sapphire)0253 (Sun/Moon — Alola dex)0330 (U.Sun/U.Moon — Alola dex)0037 (Let's Go Pikachu/Let's Go Eevee)0068 (Sword/Shield)0168 (Legends: Arceus),1 Speed,"190 (24.8% with PokéBall, full HP)",50 (normal),60,Medium Fast,Field,"25% male, 75% female","20 (4,884–5,140 steps)",38,186,280,41,78,199,40,76,196,50,94,218,65,121,251,65,121,251,299,100,0,200,100,50,50,100,100,200,100,100,50,200,100,100,100,50,50
Ninetales,https://img.pokemondb.net/artwork/ninetales.jpg,0038,Fire,Fox Pokémon,1.1 m (3′07″),19.9 kg (43.9 lbs),1. Flash FireDrought (hidden ability),0038 (Red/Blue/Yellow)0126 (Gold/Silver/Crystal)0154 (Ruby/Sapphire/Emerald)0038 (FireRed/LeafGreen)0128 (HeartGold/SoulSilver)0249 (Black 2/White 2)0161 (Omega Ruby/Alpha Sapphire)0254 (Sun/Moon — Alola dex)0331 (U.Sun/U.Moon — Alola dex)0038 (Let's Go Pikachu/Let's Go Eevee)0069 (Sword/Shield)0169 (Legends: Arceus),"1 Sp. Def, 1 Speed","75 (9.8% with PokéBall, full HP)",50 (normal),177,Medium Fast,Field,"25% male, 75% female","20 (4,884–5,140 steps)",73,256,350,76,141,276,75,139,273,81,150,287,100,184,328,100,184,328,505,100,0,200,100,50,50,100,100,200,100,100,50,200,100,100,100,50,50
Alolan Ninetales,https://img.pokemondb.net/artwork/ninetales-alolan.jpg,0038,Fire,Fox Pokémon,1.1 m (3′07″),19.9 kg (43.9 lbs),1. Flash FireDrought (hidden ability),0038 (Red/Blue/Yellow)0126 (Gold/Silver/Crystal)0154 (Ruby/Sapphire/Emerald)0038 (FireRed/LeafGreen)0128 (HeartGold/SoulSilver)0249 (Black 2/White 2)0161 (Omega Ruby/Alpha Sapphire)0254 (Sun/Moon — Alola dex)0331 (U.Sun/U.Moon — Alola dex)0038 (Let's Go Pikachu/Let's Go Eevee)0069 (Sword/Shield)0169 (Legends: Arceus),"1 Sp. Def, 1 Speed","75 (9.8% with PokéBall, full HP)",50 (normal),177,Medium Fast,Field,"25% male, 75% female","20 (4,884–5,140 steps)",73,256,350,76,141,276,75,139,273,81,150,287,100,184,328,100,184,328,505,100,0,200,100,50,50,100,100,200,100,100,50,200,100,100,100,50,50
Jigglypuff,https://img.pokemondb.net/artwork/jigglypuff.jpg,0039,Normal Fairy,Balloon Pokémon,0.5 m (1′08″),5.5 kg (12.1 lbs),1. Cute Charm2. CompetitiveFriend Guard (hidden ability),0039 (Red/Blue/Yellow)0044 (Gold/Silver/Crystal)0138 (Ruby/Sapphire/Emerald)0039 (FireRed/LeafGreen)0044 (HeartGold/SoulSilver)0282 (Black 2/White 2)0120 (X/Y — Mountain Kalos)0143 (Omega Ruby/Alpha Sapphire)0135 (Sun/Moon — Alola dex)0168 (U.Sun/U.Moon — Alola dex)0039 (Let's Go Pikachu/Let's Go Eevee)0060 (Scarlet/Violet)0012 (The Isle of Armor),2 HP,"170 (22.2% with PokéBall, full HP)",50 (normal),95,Fast,Fairy,"25% male, 75% female","10 (2,314–2,570 steps)",115,340,434,45,85,207,20,40,152,45,85,207,25,49,163,20,40,152,270,100,100,100,100,100,100,100,200,100,100,100,50,100,0,0,50,200,100
Wigglytuff,https://img.pokemondb.net/artwork/wigglytuff.jpg,0040,Normal Fairy,Balloon Pokémon,1.0 m (3′03″),12.0 kg (26.5 lbs),1. Cute Charm2. CompetitiveFrisk (hidden ability),0040 (Red/Blue/Yellow)0045 (Gold/Silver/Crystal)0139 (Ruby/Sapphire/Emerald)0040 (FireRed/LeafGreen)0045 (HeartGold/SoulSilver)0283 (Black 2/White 2)0121 (X/Y — Mountain Kalos)0144 (Omega Ruby/Alpha Sapphire)0136 (Sun/Moon — Alola dex)0169 (U.Sun/U.Moon — Alola dex)0040 (Let's Go Pikachu/Let's Go Eevee)0061 (Scarlet/Violet)0013 (The Isle of Armor),3 HP,"50 (6.5% with PokéBall, full HP)",50 (normal),218,Fast,Fairy,"25% male, 75% female","10 (2,314–2,570 steps)",140,390,484,70,130,262,45,85,207,85,157,295,50,94,218,45,85,207,435,100,100,100,100,100,100,100,200,100,100,100,50,100,0,0,50,200,100
Zubat,https://img.pokemondb.net/artwork/zubat.jpg,0041,Poison Flying,Bat Pokémon,0.8 m (2′07″),7.5 kg (16.5 lbs),1. Inner FocusInfiltrator (hidden ability),0041 (Yellow/Red/Blue)0037 (Gold/Silver/Crystal)0063 (Ruby/Sapphire/Emerald)0041 (FireRed/LeafGreen)0028 (Diamond/Pearl)0028 (Platinum)0037 (HeartGold/SoulSilver)0061 (Black 2/White 2)0145 (X/Y — Central Kalos)0065 (Omega Ruby/Alpha Sapphire)0068 (Sun/Moon — Alola dex)0080 (U.Sun/U.Moon — Alola dex)0041 (Let's Go Pikachu/Let's Go Eevee)0028 (Brilliant Diamond/Shining Pearl)0034 (Legends: Arceus)0144 (The Crown Tundra),1 Speed,"255 (33.3% with PokéBall, full HP)",50 (normal),49,Medium Fast,Flying,"50% male, 50% female","15 (3,599–3,855 steps)",40,190,284,45,85,207,35,67,185,30,58,174,40,76,196,55,103,229,245,100,100,100,200,25,200,25,50,0,100,200,25,200,100,100,100,100,50
Golbat,https://img.pokemondb.net/artwork/golbat.jpg,0042,Poison Flying,Bat Pokémon,1.6 m (5′03″),55.0 kg (121.3 lbs),1. Inner FocusInfiltrator (hidden ability),0042 (Yellow/Red/Blue)0038 (Gold/Silver/Crystal)0064 (Ruby/Sapphire/Emerald)0042 (FireRed/LeafGreen)0029 (Diamond/Pearl)0029 (Platinum)0038 (HeartGold/SoulSilver)0062 (Black 2/White 2)0146 (X/Y — Central Kalos)0066 (Omega Ruby/Alpha Sapphire)0069 (Sun/Moon — Alola dex)0081 (U.Sun/U.Moon — Alola dex)0042 (Let's Go Pikachu/Let's Go Eevee)0029 (Brilliant Diamond/Shining Pearl)0035 (Legends: Arceus)0145 (The Crown Tundra),2 Speed,"90 (11.8% with PokéBall, full HP)",50 (normal),159,Medium Fast,Flying,"50% male, 50% female","15 (3,599–3,855 steps)",75,260,354,80,148,284,70,130,262,65,121,251,75,139,273,90,166,306,455,100,100,100,200,25,200,25,50,0,100,200,25,200,100,100,100,100,50
Oddish,https://img.pokemondb.net/artwork/oddish.jpg,0043,Grass Poison,Weed Pokémon,0.5 m (1′08″),5.4 kg (11.9 lbs),1. ChlorophyllRun Away (hidden ability),0043 (Red/Blue/Yellow)0083 (Gold/Silver/Crystal)0088 (Ruby/Sapphire/Emerald)0043 (FireRed/LeafGreen)0083 (HeartGold/SoulSilver)0105 (X/Y — Central Kalos)0091 (Omega Ruby/Alpha Sapphire)0043 (Let's Go Pikachu/Let's Go Eevee)0055 (Sword/Shield),1 Sp. Atk,"255 (33.3% with PokéBall, full HP)",50 (normal),64,Medium Slow,Grass,"50% male, 50% female","20 (4,884–5,140 steps)",45,200,294,50,94,218,55,103,229,75,139,273,65,121,251,30,58,174,320,100,200,50,50,25,200,50,100,100,200,200,100,100,100,100,100,100,50
Gloom,https://img.pokemondb.net/artwork/gloom.jpg,0044,Grass Poison,Weed Pokémon,0.8 m (2′07″),8.6 kg (19.0 lbs),1. ChlorophyllStench (hidden ability),0044 (Red/Blue/Yellow)0084 (Gold/Silver/Crystal)0089 (Ruby/Sapphire/Emerald)0044 (FireRed/LeafGreen)0084 (HeartGold/SoulSilver)0106 (X/Y — Central Kalos)0092 (Omega Ruby/Alpha Sapphire)0044 (Let's Go Pikachu/Let's Go Eevee)0056 (Sword/Shield),2 Sp. Atk,"120 (15.7% with PokéBall, full HP)",50 (normal),138,Medium Slow,Grass,"50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,65,121,251,70,130,262,85,157,295,75,139,273,40,76,196,395,100,200,50,50,25,200,50,100,100,200,200,100,100,100,100,100,100,50
Vileplume,https://img.pokemondb.net/artwork/vileplume.jpg,0045,Grass Poison,Flower Pokémon,1.2 m (3′11″),18.6 kg (41.0 lbs),1. ChlorophyllEffect Spore (hidden ability),0045 (Red/Blue/Yellow)0085 (Gold/Silver/Crystal)0090 (Ruby/Sapphire/Emerald)0045 (FireRed/LeafGreen)0085 (HeartGold/SoulSilver)0107 (X/Y — Central Kalos)0093 (Omega Ruby/Alpha Sapphire)0045 (Let's Go Pikachu/Let's Go Eevee)0057 (Sword/Shield),3 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),221,Medium Slow,Grass,"50% male, 50% female","20 (4,884–5,140 steps)",75,260,354,80,148,284,85,157,295,110,202,350,90,166,306,50,94,218,490,100,200,50,50,25,200,50,100,100,200,200,100,100,100,100,100,100,50
Paras,https://img.pokemondb.net/artwork/paras.jpg,0046,Bug Grass,Mushroom Pokémon,0.3 m (1′00″),5.4 kg (11.9 lbs),1. Effect Spore2. Dry SkinDamp (hidden ability),0046 (Red/Blue/Yellow)0070 (Gold/Silver/Crystal)0046 (FireRed/LeafGreen)0070 (HeartGold/SoulSilver)0147 (Sun/Moon — Alola dex)0180 (U.Sun/U.Moon — Alola dex)0046 (Let's Go Pikachu/Let's Go Eevee)0053 (Legends: Arceus),1 Attack,"190 (24.8% with PokéBall, full HP)",50 (normal),57,Medium Fast,"Bug, Grass","50% male, 50% female","20 (4,884–5,140 steps)",35,180,274,70,130,262,55,103,229,45,85,207,55,103,229,25,49,163,285,100,400,50,50,25,200,50,200,25,400,100,200,200,100,100,100,100,100
Parasect,https://img.pokemondb.net/artwork/parasect.jpg,0047,Bug Grass,Mushroom Pokémon,1.0 m (3′03″),29.5 kg (65.0 lbs),1. Effect Spore2. Dry SkinDamp (hidden ability),0047 (Red/Blue/Yellow)0071 (Gold/Silver/Crystal)0047 (FireRed/LeafGreen)0071 (HeartGold/SoulSilver)0148 (Sun/Moon — Alola dex)0181 (U.Sun/U.Moon — Alola dex)0047 (Let's Go Pikachu/Let's Go Eevee)0054 (Legends: Arceus),"2 Attack, 1 Defense","75 (9.8% with PokéBall, full HP)",50 (normal),142,Medium Fast,"Bug, Grass","50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,95,175,317,80,148,284,60,112,240,80,148,284,30,58,174,405,100,400,50,50,25,200,50,200,25,400,100,200,200,100,100,100,100,100
Venonat,https://img.pokemondb.net/artwork/venonat.jpg,0048,Bug Poison,Insect Pokémon,1.0 m (3′03″),30.0 kg (66.1 lbs),1. Compound Eyes2. Tinted LensRun Away (hidden ability),0048 (Red/Blue/Yellow)0108 (Gold/Silver/Crystal)0048 (FireRed/LeafGreen)0109 (HeartGold/SoulSilver)0048 (Let's Go Pikachu/Let's Go Eevee)0256 (Scarlet/Violet),1 Sp. Def,"190 (24.8% with PokéBall, full HP)",50 (normal),61,Medium Fast,Bug,"50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,55,103,229,50,94,218,40,76,196,55,103,229,45,85,207,305,100,200,100,100,25,100,25,50,100,200,200,50,200,100,100,100,100,50
Venomoth,https://img.pokemondb.net/artwork/venomoth.jpg,0049,Bug Poison,Poison Moth Pokémon,1.5 m (4′11″),12.5 kg (27.6 lbs),1. Shield Dust2. Tinted LensWonder Skin (hidden ability),0049 (Red/Blue/Yellow)0109 (Gold/Silver/Crystal)0049 (FireRed/LeafGreen)0110 (HeartGold/SoulSilver)0049 (Let's Go Pikachu/Let's Go Eevee)0257 (Scarlet/Violet),"1 Sp. Atk, 1 Speed","75 (9.8% with PokéBall, full HP)",50 (normal),158,Medium Fast,Bug,"50% male, 50% female","20 (4,884–5,140 steps)",70,250,344,65,121,251,60,112,240,90,166,306,75,139,273,90,166,306,450,100,200,100,100,25,100,25,50,100,200,200,50,200,100,100,100,100,50
Diglett,https://img.pokemondb.net/artwork/diglett.jpg,0050,Ground,Mole Pokémon,0.2 m (0′08″),0.8 kg (1.8 lbs),1. Sand Veil2. Arena TrapSand Force (hidden ability),0050 (Red/Blue/Yellow)0132 (Gold/Silver/Crystal)0050 (FireRed/LeafGreen)0134 (HeartGold/SoulSilver)0001 (X/Y — Mountain Kalos)0071 (Sun/Moon — Alola dex)0085 (U.Sun/U.Moon — Alola dex)0050 (Let's Go Pikachu/Let's Go Eevee)0164 (Sword/Shield)0148 (Scarlet/Violet),1 Speed,"255 (33.3% with PokéBall, full HP)",50 (normal),53,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",10,130,224,55,103,229,25,49,163,35,67,185,45,85,207,95,175,317,265,100,100,200,0,200,200,100,50,100,100,100,100,50,100,100,100,100,100
Alolan Diglett,https://img.pokemondb.net/artwork/diglett-alolan.jpg,0050,Ground,Mole Pokémon,0.2 m (0′08″),0.8 kg (1.8 lbs),1. Sand Veil2. Arena TrapSand Force (hidden ability),0050 (Red/Blue/Yellow)0132 (Gold/Silver/Crystal)0050 (FireRed/LeafGreen)0134 (HeartGold/SoulSilver)0001 (X/Y — Mountain Kalos)0071 (Sun/Moon — Alola dex)0085 (U.Sun/U.Moon — Alola dex)0050 (Let's Go Pikachu/Let's Go Eevee)0164 (Sword/Shield)0148 (Scarlet/Violet),1 Speed,"255 (33.3% with PokéBall, full HP)",50 (normal),53,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",10,130,224,55,103,229,25,49,163,35,67,185,45,85,207,95,175,317,265,100,100,200,0,200,200,100,50,100,100,100,100,50,100,100,100,100,100
